salary,work_accident,satisfaction_level,time_spend_company,average_montly_hours,left
medium,0,0.1,4,284,1
low,0,0.44,3,154,1
medium,0,0.69,4,240,0
medium,0,0.61,3,111,0
medium,0,0.74,2,262,0
medium,0,0.67,4,265,0
medium,0,0.38,2,182,0
medium,0,0.17,4,284,0
low,0,0.94,3,246,0
medium,1,0.63,2,237,0
medium,0,0.11,4,253,1
medium,0,0.65,5,128,0
low,1,0.82,8,219,0
low,0,0.4,3,127,1
medium,0,0.9,3,231,0
low,0,0.77,3,225,0
medium,0,0.99,2,172,0
medium,1,0.48,8,271,0
medium,0,0.96,2,137,0
low,0,0.71,3,213,0
low,0,0.72,2,152,0
low,0,0.6,3,139,0
low,0,0.86,4,155,0
low,0,0.59,3,173,0
low,0,0.92,2,252,0
low,0,0.66,3,225,0
medium,1,0.57,3,202,0
medium,1,0.81,2,199,0
medium,0,0.97,2,173,0
medium,0,0.77,3,167,0
medium,0,0.53,5,101,0
medium,0,0.85,5,158,0
medium,0,0.15,5,191,0
medium,0,0.4,3,108,0
low,0,1.0,4,191,0
medium,1,0.95,3,270,0
medium,0,0.73,2,132,0
medium,0,0.9,2,260,0
medium,0,0.87,2,175,0
low,0,0.61,3,230,0
medium,0,0.53,2,237,0
medium,0,0.71,3,158,0
low,0,0.66,7,177,0
low,0,0.65,3,153,0
medium,0,0.52,3,233,0
high,1,0.91,3,269,0
low,0,0.59,3,139,0
medium,0,0.23,4,139,0
medium,0,0.36,3,147,1
medium,1,0.94,3,245,0
low,0,0.86,3,155,0
high,0,0.89,3,208,0
low,1,0.78,3,150,0
low,0,0.99,3,155,0
medium,0,0.21,3,266,0
medium,0,0.12,2,110,0
high,0,0.97,3,218,0
low,1,0.17,5,286,0
medium,0,0.61,2,209,0
high,1,0.52,3,265,0
medium,0,0.31,2,238,1
high,0,0.89,8,179,0
medium,0,0.36,4,114,0
high,0,0.88,2,224,0
medium,0,0.75,3,193,0
medium,1,0.82,3,267,0
low,0,0.89,2,260,0
low,0,0.68,6,209,0
high,0,0.61,10,242,0
medium,1,0.77,4,162,0
medium,0,0.5,4,238,0
low,0,0.74,6,239,1
high,1,0.99,4,185,0
medium,0,0.54,4,249,0
medium,0,0.24,2,109,0
low,0,0.51,2,201,0
low,0,0.62,3,249,0
medium,1,0.49,3,232,0
low,0,0.44,2,119,0
medium,1,0.24,5,275,0
high,0,0.82,2,195,0
medium,0,0.94,3,196,0
low,0,0.1,4,260,1
medium,0,1.0,3,194,0
medium,0,0.72,3,192,0
low,0,0.97,3,247,0
medium,1,0.9,4,269,0
medium,1,0.6,3,187,0
medium,0,0.65,2,251,0
low,0,0.9,7,136,0
medium,0,0.27,3,264,0
low,0,0.46,2,135,0
low,1,0.79,2,208,0
high,0,0.87,3,251,0
high,0,0.52,2,275,0
medium,1,0.68,3,190,0
low,0,0.89,5,224,1
low,0,0.98,3,214,0
low,0,0.79,6,233,0
low,0,0.14,5,282,1
medium,0,0.69,2,202,0
medium,0,0.68,2,266,0
medium,0,0.62,3,145,0
medium,0,0.38,3,128,1
medium,0,0.85,3,263,0
low,0,0.55,3,200,0
low,1,0.63,5,274,0
low,0,0.46,3,144,1
medium,0,0.19,6,156,0
medium,0,0.72,2,239,0
medium,0,0.87,2,133,0
medium,0,0.48,6,224,0
high,0,0.83,2,161,0
low,1,0.51,2,218,0
medium,0,0.7,2,139,0
medium,0,0.76,4,127,0
medium,0,0.69,10,164,0
low,0,0.53,3,175,0
low,0,0.47,2,159,0
medium,0,0.88,2,168,0
medium,0,0.6,4,140,0
medium,0,0.24,2,158,0
medium,0,0.72,2,176,0
medium,0,0.66,3,154,0
low,0,0.96,3,237,0
medium,0,0.09,5,308,1
low,0,0.62,2,142,0
low,1,0.18,4,223,0
high,0,0.33,4,130,0
medium,0,0.73,3,137,0
low,0,0.44,4,219,0
low,0,0.66,2,103,0
low,0,0.11,4,271,1
low,0,0.98,3,235,0
low,0,0.46,3,154,1
medium,0,0.92,2,198,0
high,0,0.84,2,172,0
low,0,0.78,3,209,0
medium,0,0.58,2,256,0
medium,0,0.66,3,209,0
low,1,0.56,4,256,0
medium,0,0.37,3,149,1
medium,0,0.56,2,235,0
high,0,0.64,3,232,0
medium,0,0.84,2,178,0
low,0,0.74,4,104,0
medium,0,0.48,3,230,0
medium,0,0.7,3,214,0
medium,0,0.81,3,193,0
medium,0,0.44,3,152,1
medium,0,0.39,3,144,1
medium,0,0.8,3,209,0
low,0,0.4,3,151,1
medium,0,0.96,3,164,0
medium,0,0.93,4,191,0
low,0,0.72,2,138,0
medium,0,0.58,3,210,0
low,0,0.98,2,145,0
low,0,0.49,4,134,0
low,0,0.94,2,278,0
low,0,0.46,3,131,1
low,0,0.55,3,238,0
medium,0,0.72,4,184,0
medium,0,0.78,3,177,0
low,0,0.8,4,222,0
low,0,0.32,2,144,0
high,0,0.76,2,144,0
low,0,0.51,3,98,0
medium,0,0.62,4,251,0
medium,0,0.77,3,169,0
medium,0,0.59,3,146,0
low,0,0.7,3,189,0
medium,0,0.74,2,136,0
low,0,0.92,3,159,0
medium,0,1.0,3,264,0
medium,0,0.24,4,252,0
low,0,0.85,5,141,0
low,0,0.56,3,198,0
medium,0,0.8,3,150,0
low,1,0.43,5,121,0
medium,0,0.48,2,250,0
medium,0,0.61,3,175,0
low,0,0.42,3,132,1
medium,0,0.54,2,176,0
low,0,0.22,8,222,0
low,0,0.65,3,206,0
low,0,0.69,3,275,0
medium,0,0.73,3,150,0
low,0,0.83,4,98,0
low,0,0.84,2,209,0
low,0,0.91,3,147,0
low,1,0.15,2,151,0
low,1,0.86,5,241,1
medium,0,0.59,3,264,0
high,0,0.9,2,149,0
low,0,0.65,3,144,0
medium,0,0.48,3,251,0
medium,0,0.57,10,249,0
low,0,0.83,2,264,0
low,0,0.67,3,149,0
low,0,0.93,3,210,0
medium,0,0.92,3,257,0
low,0,0.74,3,206,0
low,0,0.48,3,227,0
medium,0,0.9,6,259,1
low,0,0.36,3,158,1
low,0,0.11,5,278,1
low,0,0.39,2,190,0
low,0,0.54,2,153,0
low,1,0.54,3,279,0
medium,0,0.47,5,215,0
high,0,0.95,2,194,0
high,0,0.62,2,180,0
medium,0,0.96,8,147,0
low,0,0.46,3,147,1
medium,0,0.72,2,132,0
medium,0,0.52,3,263,0
low,0,0.84,2,237,0
high,1,0.64,10,258,0
medium,0,0.11,4,286,1
low,0,0.41,3,104,0
medium,0,0.93,2,204,0
low,0,0.89,6,275,1
high,0,0.67,3,173,0
medium,0,0.95,2,139,0
low,0,0.21,3,260,0
medium,0,0.71,8,148,0
low,0,0.1,4,279,1
low,0,1.0,2,177,0
low,0,0.13,5,175,0
low,0,0.53,4,240,0
medium,0,0.43,3,137,1
low,1,0.63,3,171,0
high,0,0.49,3,237,0
low,0,0.5,2,157,0
medium,0,0.92,3,248,0
low,0,0.75,3,270,0
low,0,0.38,3,131,1
low,0,0.24,6,225,0
high,0,0.48,3,286,0
low,0,0.53,3,135,0
low,0,0.56,4,202,0
low,1,0.61,2,192,0
low,0,0.37,2,159,0
high,0,0.18,4,213,0
low,0,0.95,3,135,0
low,0,0.57,3,176,0
low,0,0.37,3,140,1
low,1,0.55,2,273,0
low,0,0.46,3,157,1
medium,0,0.7,3,194,0
low,0,0.89,4,238,0
low,0,0.09,4,245,1
high,0,0.62,3,163,0
medium,0,0.51,4,204,0
low,0,0.49,3,233,0
low,0,0.74,3,232,0
medium,0,0.5,3,180,0
low,0,0.85,5,217,1
low,0,0.78,3,168,0
low,0,0.82,2,210,0
high,0,0.73,2,270,0
low,0,0.77,3,271,0
low,0,0.68,3,241,0
medium,1,0.5,3,249,0
low,1,0.83,3,220,0
high,0,0.76,10,222,0
medium,0,0.49,2,240,0
low,1,0.75,3,145,0
high,0,0.79,3,183,0
medium,1,0.63,3,275,0
low,0,0.55,3,199,0
medium,0,0.83,2,186,0
medium,0,0.79,5,268,1
medium,0,0.54,4,137,0
medium,0,0.78,3,175,0
medium,0,0.7,3,224,0
low,0,0.24,4,144,0
medium,0,0.77,2,255,0
medium,0,0.65,2,267,0
low,0,0.91,3,251,0
high,0,0.74,3,211,0
low,0,0.82,5,274,1
low,0,0.61,4,174,0
medium,0,0.51,2,274,0
low,0,0.82,3,194,0
medium,0,0.21,4,235,0
medium,1,0.79,2,212,0
medium,0,0.43,3,138,0
low,0,0.5,3,180,0
low,0,0.77,6,246,0
low,0,0.8,6,215,0
low,0,0.59,2,156,0
medium,0,0.66,2,224,0
low,0,0.83,3,239,0
low,0,0.61,4,220,1
low,1,0.58,3,181,0
medium,0,0.42,6,279,0
low,0,0.58,4,205,0
low,0,0.4,3,128,1
low,0,0.97,2,241,0
low,0,0.45,3,151,1
medium,0,0.93,2,142,0
medium,0,0.48,3,245,0
low,1,0.51,2,140,0
medium,0,0.57,2,171,0
low,0,0.52,2,163,0
low,0,0.86,2,150,0
medium,0,0.63,4,216,0
low,0,0.1,5,261,1
low,0,1.0,4,238,0
low,0,0.67,2,140,0
high,0,0.89,3,240,0
medium,0,0.68,3,230,0
medium,1,0.76,5,227,1
medium,0,0.38,3,137,0
low,0,0.76,5,242,1
low,1,0.68,4,148,0
low,0,0.48,3,105,0
medium,0,0.09,4,281,1
low,0,0.81,2,204,0
medium,0,0.59,2,129,0
medium,0,0.89,2,237,0
medium,0,0.71,3,224,0
low,0,0.64,3,150,0
low,0,0.55,3,136,1
medium,0,0.56,2,206,0
medium,0,0.79,4,154,0
low,1,0.65,10,117,0
low,0,0.88,3,244,0
medium,0,1.0,3,155,0
low,0,0.26,2,284,0
low,0,0.24,5,177,0
low,0,0.61,2,199,0
low,0,0.99,3,138,0
medium,0,0.82,3,171,0
medium,0,0.73,5,268,1
medium,0,0.48,3,228,0
high,0,0.61,3,231,0
medium,0,0.57,4,142,0
low,1,0.82,3,238,0
low,1,0.43,3,125,0
low,0,0.59,4,149,0
medium,0,0.76,2,197,0
high,0,0.78,2,177,0
medium,0,0.4,4,128,0
medium,0,0.88,3,236,0
low,0,0.48,2,179,0
high,0,0.76,2,228,0
medium,0,0.94,10,268,0
medium,0,0.95,2,168,0
medium,0,0.76,3,135,0
medium,0,0.95,3,183,0
medium,0,0.61,4,145,0
low,0,0.3,3,278,0
medium,0,0.9,3,185,0
low,0,0.36,2,192,0
medium,0,0.49,4,146,0
low,0,0.54,4,170,0
medium,0,1.0,4,264,0
low,1,0.76,4,192,0
low,0,0.9,5,229,1
high,0,0.52,4,247,0
medium,0,0.71,2,143,0
low,0,0.49,2,229,0
low,1,0.48,2,163,0
low,0,0.18,3,248,0
high,0,0.47,3,120,0
low,1,0.81,3,263,0
medium,0,0.9,5,243,1
medium,0,0.63,3,142,0
low,1,0.71,4,135,0
medium,0,0.6,2,203,0
low,0,0.72,3,243,0
low,0,0.6,2,265,0
low,0,0.88,3,233,0
medium,0,0.84,3,246,0
high,0,0.57,2,177,0
medium,0,0.62,3,201,0
low,0,0.79,2,170,0
medium,0,0.99,3,202,0
low,1,0.11,3,137,1
low,1,0.9,3,167,0
medium,0,0.5,2,186,0
low,0,0.78,5,225,1
low,0,0.63,3,152,0
medium,1,0.81,2,183,0
high,0,0.66,5,161,1
high,1,0.78,3,233,0
low,0,0.63,2,176,0
low,0,0.78,3,247,0
low,0,0.72,5,267,1
low,0,0.78,2,200,0
medium,0,0.71,3,222,0
medium,0,0.41,3,147,1
low,0,0.41,3,146,1
low,1,0.52,3,171,0
low,0,0.71,3,190,0
medium,0,0.81,3,141,0
low,0,0.46,3,129,1
medium,0,0.74,3,140,0
low,0,0.91,6,251,1
medium,0,0.89,4,196,0
medium,0,0.79,4,216,0
medium,0,0.48,3,197,0
low,0,0.69,3,137,0
low,0,0.76,2,262,0
low,0,0.59,10,138,0
low,0,0.74,4,171,0
medium,0,0.53,3,109,0
low,0,0.92,5,245,1
medium,0,0.96,3,185,0
low,0,0.71,5,179,0
high,0,0.58,6,190,0
medium,0,0.69,2,190,0
low,0,0.93,3,150,0
medium,0,0.93,4,218,0
low,0,0.4,3,149,1
medium,1,0.51,3,204,0
low,0,0.4,3,152,1
low,0,0.85,2,181,0
low,0,0.43,3,160,1
low,0,0.28,2,170,0
low,0,0.48,3,246,0
medium,1,0.85,3,280,0
low,0,0.98,3,191,0
low,0,0.3,3,178,0
low,1,0.54,3,147,0
medium,0,0.62,2,173,0
low,0,0.64,2,261,0
low,0,0.7,3,261,0
medium,0,0.97,3,208,0
medium,0,0.42,3,141,1
low,0,0.45,5,179,0
low,0,0.93,4,206,0
medium,0,0.63,3,137,0
medium,0,0.84,4,199,0
low,1,0.68,2,185,0
medium,1,0.88,3,249,0
low,0,0.98,2,255,0
low,0,0.99,3,232,0
medium,0,0.1,5,250,1
high,1,0.77,8,214,0
medium,0,0.98,3,184,0
medium,0,0.37,3,152,1
high,0,0.22,5,237,0
medium,0,0.25,4,214,1
low,1,0.19,3,171,0
low,0,0.75,5,245,1
high,0,0.72,6,168,0
medium,0,0.38,3,161,1
medium,1,0.47,2,101,0
medium,0,0.56,3,207,0
medium,0,0.72,4,261,0
medium,0,0.68,3,158,0
low,0,0.93,3,143,0
low,0,0.37,3,153,1
low,0,0.86,4,181,0
medium,0,0.63,3,134,0
high,0,0.81,4,243,0
medium,0,0.14,2,175,1
low,0,0.76,2,265,0
medium,0,0.57,3,163,0
medium,0,0.97,2,208,0
low,0,0.7,3,221,0
medium,0,0.53,2,238,0
medium,0,0.32,3,136,0
high,0,0.38,3,152,1
low,0,0.86,3,173,0
medium,0,0.36,3,133,1
low,0,0.78,3,256,0
medium,1,0.5,2,182,0
medium,0,0.61,4,186,0
low,1,0.8,3,205,0
low,0,0.92,4,263,0
medium,1,0.98,3,221,0
medium,1,0.9,2,201,0
low,0,0.89,3,208,0
low,0,0.86,3,152,0
medium,0,0.68,5,261,0
medium,0,0.98,3,272,0
low,0,0.59,2,273,0
medium,0,0.39,3,142,1
low,1,0.6,3,270,0
medium,1,0.66,3,243,0
high,0,0.77,2,273,0
low,0,0.6,4,168,0
low,0,0.87,5,248,1
medium,1,0.73,3,189,0
low,0,0.73,3,150,0
low,0,0.75,3,207,0
low,0,0.64,3,210,0
low,0,0.29,2,211,0
low,0,0.92,2,235,0
medium,1,0.65,2,226,0
low,0,0.84,4,247,0
medium,0,0.09,2,214,1
medium,0,0.95,3,225,0
medium,0,0.52,3,181,0
medium,0,0.11,4,255,1
low,0,0.65,2,270,0
medium,1,0.94,3,184,0
medium,1,0.71,2,173,0
low,0,0.79,3,267,0
low,0,0.73,3,161,0
medium,0,0.6,3,182,0
medium,0,0.94,2,236,0
low,0,0.43,3,156,1
low,0,0.17,2,160,0
medium,0,0.62,2,185,0
medium,0,0.41,3,127,1
medium,0,0.8,5,264,1
low,0,0.69,2,201,0
low,0,0.9,2,185,0
low,0,0.79,6,131,0
high,0,0.69,6,215,0
high,0,0.56,2,163,0
high,1,0.87,2,266,0
medium,0,0.53,4,267,0
medium,0,0.98,4,216,0
high,0,0.62,4,180,0
low,0,0.13,6,162,0
low,0,0.63,3,228,0
low,0,0.92,2,240,0
low,1,0.34,3,152,0
medium,1,0.93,2,229,0
low,0,0.53,3,181,0
medium,0,0.09,5,256,1
low,0,0.43,3,130,1
medium,0,0.37,3,141,1
low,0,0.78,2,176,0
low,0,0.75,4,175,0
medium,0,0.98,3,198,0
low,0,0.62,2,261,0
low,0,0.5,4,198,0
low,0,0.84,3,231,0
medium,0,0.46,6,177,0
medium,0,0.92,2,196,0
medium,0,0.92,4,177,0
medium,0,0.87,3,151,0
medium,1,0.49,2,262,0
low,0,0.17,4,168,0
low,0,0.9,3,236,0
low,0,0.58,2,268,0
high,0,0.83,3,240,0
low,0,0.49,7,168,0
low,0,0.72,5,220,1
low,0,0.6,3,221,0
low,0,0.93,3,147,0
medium,1,0.63,3,141,0
medium,0,0.32,2,191,0
medium,0,0.56,2,245,0
high,0,0.78,3,169,0
low,0,0.77,4,150,1
low,0,0.81,3,241,0
medium,0,0.69,2,212,0
low,0,0.45,3,155,1
low,0,0.72,5,269,1
low,0,0.22,6,182,0
low,0,0.42,4,190,0
low,0,0.37,3,126,1
medium,1,0.87,3,237,0
low,0,0.69,3,237,0
medium,0,0.19,4,110,0
low,1,0.72,4,184,0
high,0,0.63,2,160,0
medium,0,0.61,5,133,0
low,0,0.63,4,157,1
low,0,0.16,6,262,0
medium,0,0.7,2,180,0
high,0,0.95,4,154,0
low,0,0.9,3,215,0
high,0,0.12,6,172,0
low,0,0.91,3,273,0
low,0,0.29,3,175,0
low,0,0.79,4,222,0
medium,0,0.83,2,262,0
low,0,1.0,3,256,0
medium,0,0.59,2,172,0
medium,0,0.52,2,182,0
medium,1,0.72,3,163,0
medium,0,0.57,2,222,0
low,0,0.11,4,307,1
low,0,0.26,2,125,0
low,0,0.65,2,173,0
medium,0,0.71,4,237,0
low,0,0.85,2,211,0
low,0,0.75,3,204,0
low,0,0.75,5,246,1
medium,0,0.52,2,187,0
low,0,0.85,5,236,1
medium,0,0.46,3,169,0
medium,0,0.93,2,196,0
medium,0,0.89,5,181,1
medium,0,0.88,2,160,0
high,1,0.8,4,199,0
low,0,0.45,3,142,1
low,0,0.15,4,194,0
medium,0,0.68,2,256,0
low,0,0.66,3,174,0
low,0,0.86,2,243,0
medium,1,0.73,4,273,0
low,0,0.57,3,164,0
low,0,0.83,2,254,0
medium,0,0.87,3,225,0
medium,0,0.38,3,152,1
medium,0,0.73,5,266,1
low,0,0.2,5,225,0
low,0,0.43,3,157,1
medium,0,0.22,5,148,0
high,0,0.92,2,253,0
medium,0,0.89,2,190,0
low,0,0.95,3,262,0
medium,0,0.74,3,233,0
low,0,0.81,2,219,0
low,0,0.94,2,241,0
medium,0,0.2,5,221,0
medium,0,0.4,3,150,1
medium,0,0.96,2,171,0
low,0,0.6,2,262,0
medium,0,0.74,2,148,0
medium,0,0.76,6,177,0
medium,0,0.99,3,232,0
medium,0,0.63,10,190,0
low,0,0.9,5,231,0
low,0,0.81,3,197,0
low,0,0.9,2,226,0
low,0,0.65,2,148,0
low,0,0.39,3,136,1
low,0,0.1,5,301,1
medium,0,0.8,2,211,0
medium,0,0.97,3,151,0
medium,1,0.87,2,267,0
low,0,0.96,4,152,0
low,0,0.24,6,174,0
medium,0,0.62,2,156,0
medium,0,0.51,4,163,0
low,0,0.15,5,185,0
low,0,0.97,2,266,0
high,0,0.53,4,281,0
low,0,0.94,3,175,0
medium,0,0.84,5,238,1
low,0,0.44,6,230,0
low,0,0.09,4,263,1
medium,0,0.98,3,237,0
low,0,0.37,3,160,1
medium,0,0.19,2,182,0
low,0,0.76,3,216,0
medium,0,0.65,3,237,0
medium,0,0.94,3,239,0
medium,1,0.76,3,156,0
low,0,0.38,6,211,0
medium,0,0.2,6,181,0
low,0,0.39,3,149,1
medium,0,0.73,3,139,0
low,1,0.94,2,159,0
high,0,0.41,3,130,1
low,0,0.82,6,152,0
low,0,0.96,3,167,0
medium,0,0.86,7,162,0
low,0,0.53,2,135,0
medium,1,0.56,3,241,0
low,1,0.57,3,255,0
medium,1,0.73,3,199,0
medium,0,0.78,2,269,0
medium,0,0.63,4,286,0
low,0,0.56,3,256,0
low,0,0.67,4,160,0
low,0,0.11,4,268,1
medium,0,0.1,4,300,1
low,0,0.42,3,142,1
medium,0,0.36,3,157,1
high,0,0.82,3,164,0
low,0,0.19,4,225,0
medium,0,0.83,2,222,0
medium,0,0.78,2,132,0
medium,0,0.76,3,257,0
medium,1,0.72,2,203,0
medium,0,0.8,4,200,0
medium,1,0.76,3,196,0
low,0,0.86,3,217,0
low,0,0.76,5,226,0
low,1,0.48,2,180,0
low,0,0.43,3,159,1
low,1,0.86,2,274,0
medium,0,0.77,3,98,0
high,0,0.16,6,192,0
medium,0,0.73,3,151,0
medium,0,0.37,3,126,1
medium,0,0.82,2,233,0
medium,0,0.86,4,180,0
low,0,0.52,3,169,0
high,0,0.54,5,222,0
medium,0,0.71,4,181,0
low,0,0.62,4,207,0
low,1,0.83,4,211,0
medium,1,0.74,3,246,0
low,0,0.94,3,187,0
low,0,0.88,2,185,0
high,0,0.57,2,224,0
low,0,0.41,3,160,1
medium,0,0.68,3,143,0
medium,0,0.1,4,310,1
medium,0,0.75,2,154,0
medium,0,0.62,3,212,0
high,0,0.54,3,201,0
medium,1,0.14,5,277,1
high,0,0.5,10,130,0
low,0,0.78,3,224,0
low,0,0.47,3,134,0
medium,0,0.69,3,207,0
low,0,0.78,3,156,0
high,0,0.63,2,236,0
low,0,0.73,3,174,0
medium,0,0.54,7,156,0
low,0,0.78,4,114,0
medium,0,0.77,5,236,1
medium,0,0.89,2,159,0
low,0,0.56,3,160,0
medium,1,0.49,3,263,0
low,0,0.68,3,250,0
medium,0,0.81,4,250,0
low,0,0.63,3,246,0
medium,0,0.61,6,143,0
medium,0,0.84,3,152,0
low,0,0.78,5,260,1
low,1,0.23,3,234,0
low,0,0.76,2,189,0
medium,0,0.96,3,257,0
medium,0,0.61,3,144,0
medium,0,0.61,2,242,0
medium,0,0.11,4,306,1
medium,0,0.96,2,164,0
low,0,0.7,3,136,1
medium,0,0.71,3,210,0
low,0,0.25,4,265,0
low,1,0.55,3,179,0
low,0,0.68,2,203,0
low,0,0.48,2,183,0
low,0,0.53,2,216,0
low,0,0.53,2,134,0
high,0,0.99,3,263,0
low,0,0.39,3,135,1
low,0,0.94,3,201,0
medium,0,0.14,5,160,0
low,0,0.93,4,148,0
medium,0,0.53,3,180,0
low,1,0.79,10,126,0
low,0,0.2,4,213,0
medium,0,0.72,5,249,1
medium,0,0.67,3,183,0
low,0,0.81,2,196,0
medium,0,0.57,3,141,0
low,0,0.9,5,258,1
medium,0,0.98,2,142,0
medium,0,0.75,3,159,0
low,0,0.91,2,257,0
medium,0,0.96,3,206,0
low,0,0.66,4,271,0
medium,0,1.0,2,268,0
medium,0,0.36,3,148,1
low,0,0.71,3,261,0
medium,0,0.95,3,143,0
low,0,0.9,4,211,0
low,0,0.19,3,152,0
low,0,0.39,3,160,1
low,0,0.2,4,123,0
medium,0,0.57,2,189,0
low,0,0.5,2,177,0
low,0,0.69,2,176,0
low,0,0.71,2,238,0
medium,0,0.5,2,188,0
medium,0,0.15,4,207,0
medium,0,0.19,3,149,0
medium,0,0.97,2,213,0
medium,0,0.5,10,154,0
high,0,0.53,4,204,0
low,1,0.29,3,152,0
high,0,0.62,4,204,0
medium,0,0.45,3,129,1
low,0,0.92,8,260,0
low,0,0.78,5,228,1
low,0,0.99,2,163,0
low,0,0.53,2,143,0
low,0,0.8,3,127,0
high,0,0.75,4,178,0
high,0,0.18,3,192,0
low,0,0.89,3,184,0
high,1,0.69,2,179,0
high,0,0.36,3,179,0
medium,0,0.14,5,172,0
medium,0,0.78,2,216,0
low,1,0.93,2,238,0
low,0,0.69,4,216,0
medium,0,0.6,3,236,0
medium,1,0.74,4,111,0
low,0,0.21,5,275,0
low,0,0.62,2,216,0
medium,0,0.89,2,214,0
low,0,0.43,3,129,1
low,1,0.77,2,232,0
low,0,0.63,2,205,0
medium,0,0.12,5,260,0
low,0,0.31,5,132,1
low,0,0.7,3,146,0
low,0,0.57,6,273,1
low,0,1.0,4,168,0
medium,1,0.78,5,145,0
low,0,0.13,4,219,0
high,0,0.86,3,258,0
low,1,0.85,2,260,0
low,1,0.72,2,132,0
low,0,0.58,3,184,0
low,0,0.93,3,248,0
low,0,0.7,3,168,0
low,0,0.1,4,285,1
medium,0,0.88,2,171,0
medium,0,0.9,4,203,0
high,0,1.0,2,161,0
low,0,0.74,2,177,0
medium,0,0.44,3,156,1
low,0,0.62,2,158,0
medium,0,0.68,2,251,0
medium,0,0.18,4,217,0
medium,0,0.79,5,243,1
low,1,0.55,5,180,0
medium,0,0.48,7,186,0
high,0,0.89,3,164,0
low,0,0.58,10,207,0
medium,0,0.09,4,260,1
medium,0,0.69,3,252,0
high,0,0.54,2,145,0
low,0,0.98,3,255,0
medium,0,0.95,4,263,0
low,0,0.9,3,151,0
medium,0,0.09,4,245,1
low,0,0.8,2,180,0
low,0,0.99,2,183,0
medium,1,0.92,3,167,0
medium,1,0.8,4,190,0
medium,0,0.1,4,273,1
low,0,0.72,3,230,0
high,0,0.42,3,146,1
medium,0,0.65,3,219,0
medium,0,0.93,2,239,0
low,0,0.5,2,171,0
medium,0,0.21,4,169,0
low,1,0.87,3,143,0
low,0,0.61,3,224,0
low,1,0.55,3,138,0
low,0,0.31,3,184,1
low,0,0.54,3,197,0
low,0,0.81,5,254,1
low,0,0.87,3,261,0
low,0,0.59,3,169,0
medium,0,0.55,3,256,0
medium,0,0.93,3,145,0
low,1,0.68,2,257,0
medium,0,0.6,3,195,0
medium,0,0.59,2,153,0
medium,0,0.63,2,157,0
medium,0,0.8,4,231,0
low,1,0.54,3,233,0
medium,0,0.9,2,154,0
low,0,0.88,6,262,1
low,0,0.48,2,267,0
high,0,0.55,2,257,0
medium,1,0.63,3,156,0
medium,1,0.77,3,153,0
low,0,0.76,2,173,0
low,0,0.79,5,271,1
medium,0,0.74,5,242,1
low,0,0.75,4,155,0
low,0,0.11,4,278,1
high,1,0.65,3,201,0
high,0,0.18,4,226,0
low,0,0.86,4,205,0
medium,0,0.65,3,233,0
medium,0,0.73,3,224,0
high,0,0.89,3,235,0
medium,0,0.55,3,176,0
medium,1,0.22,6,172,0
low,1,1.0,3,230,0
medium,0,0.5,4,263,0
medium,0,0.37,3,140,1
low,0,0.41,2,171,0
medium,0,0.42,3,141,1
low,0,0.77,6,238,1
medium,0,0.54,3,228,0
medium,0,0.6,3,228,0
medium,0,0.43,3,148,1
medium,0,0.9,2,256,0
medium,0,0.99,3,104,0
low,0,0.43,3,147,1
low,0,0.96,6,159,0
medium,0,0.42,3,135,1
medium,0,0.45,3,138,1
medium,0,0.11,4,275,1
low,0,0.35,4,275,0
medium,0,0.78,2,188,0
medium,0,0.59,3,269,0
low,0,0.96,3,201,0
medium,0,0.11,4,285,1
high,0,0.15,4,139,1
high,0,0.43,2,154,0
low,0,0.67,3,206,0
low,1,0.8,2,270,0
high,0,0.77,2,263,0
high,0,0.68,3,258,0
low,1,0.2,2,123,0
low,0,0.52,2,272,0
medium,0,0.67,10,247,0
low,0,0.86,2,274,0
low,1,0.75,3,268,0
high,0,0.75,4,144,0
medium,0,0.69,2,259,0
medium,0,0.52,6,188,0
low,0,0.88,4,181,0
low,0,0.83,3,261,0
medium,0,0.61,2,98,0
low,0,0.41,3,139,1
high,1,0.72,2,173,0
low,0,0.59,3,264,0
high,0,0.86,2,268,0
medium,0,0.96,5,182,0
low,0,0.82,2,213,0
medium,0,0.59,2,195,0
medium,0,0.77,5,245,1
low,1,0.74,6,101,0
medium,0,0.8,2,271,0
medium,0,0.66,2,254,0
medium,0,0.87,3,142,0
medium,0,0.98,6,266,0
medium,1,0.66,2,183,0
medium,0,0.58,3,113,0
medium,0,0.23,3,121,0
high,1,0.89,2,235,0
medium,0,0.69,3,174,0
low,0,0.33,3,115,0
medium,0,0.59,2,209,0
high,1,0.95,10,221,0
medium,0,0.77,2,257,0
low,0,0.58,3,182,0
medium,0,0.72,2,147,0
medium,0,0.82,3,210,0
low,0,0.61,3,183,0
low,0,0.17,3,286,0
medium,0,0.68,3,147,0
medium,0,0.75,3,253,0
low,0,0.87,3,248,0
low,0,0.1,4,308,1
medium,0,0.49,2,246,0
medium,0,0.55,3,257,0
medium,0,0.51,3,140,0
medium,0,0.8,3,197,0
low,0,0.91,3,153,0
low,1,0.51,2,223,0
medium,0,0.82,6,108,0
low,0,0.69,2,233,0
high,1,0.24,3,145,0
low,0,0.59,3,173,0
low,0,0.17,5,270,0
medium,0,0.88,3,223,0
low,1,0.5,4,166,0
low,0,0.75,2,143,0
medium,0,0.77,4,156,0
low,0,0.52,3,214,0
